bidderID;bidderrate;asin;bid;price
1562;1.0;11;100.0;256.51
2726;46.0;11;105.5;256.51
313;0.0;11;110.5;256.51
313;0.0;11;115.5;256.51
313;0.0;11;120.5;256.51
2726;46.0;11;150.0;256.51
1349;168.0;11;155.5;256.51
2880;22.0;11;165.5;256.51
2726;46.0;11;175.0;256.51
2880;22.0;11;178.0;256.51
2880;22.0;11;188.0;256.51
2880;22.0;11;198.0;256.51
2726;46.0;11;200.0;256.51
2880;22.0;11;202.5;256.51
1479;125.0;11;251.51;256.51
2961;2.0;11;256.51;256.51
1820;5.0;12;1001.0;1195.0
81;33.0;12;1170.0;1195.0
1772;10.0;12;1195.0;1195.0
2283;777.0;13;222.0;224.5
1225;218.0;13;224.5;224.5
354;2.0;14;1.0;355.0
2723;1.0;14;1.25;355.0
354;2.0;14;1.5;355.0
354;2.0;14;2.0;355.0
354;2.0;14;5.0;355.0
354;2.0;14;10.0;355.0
354;2.0;14;20.0;355.0
2723;1.0;14;25.0;355.0
3223;1.0;14;30.0;355.0
354;2.0;14;50.0;355.0
2291;15.0;14;50.0;355.0
1705;0.0;14;75.0;355.0
2291;15.0;14;100.0;355.0
1705;0.0;14;100.0;355.0
1705;0.0;14;103.5;355.0
1705;0.0;14;120.0;355.0
1705;0.0;14;130.0;355.0
1705;0.0;14;150.0;355.0
1705;0.0;14;160.0;355.0
1705;0.0;14;175.0;355.0
264;1.0;14;200.0;355.0
1705;0.0;14;200.0;355.0
1705;0.0;14;210.0;355.0
264;1.0;14;250.0;355.0
1705;0.0;14;250.0;355.0
1705;0.0;14;260.0;355.0
264;1.0;14;300.0;355.0
181;12.0;14;300.0;355.0
181;12.0;14;310.0;355.0
1705;0.0;14;310.0;355.0
181;12.0;14;325.0;355.0
264;1.0;14;350.0;355.0
326;1.0;14;355.0;355.0
134;7.0;15;5100.0;5400.0
1073;0.0;15;5200.0;5400.0
134;7.0;15;5300.0;5400.0
1073;0.0;15;5400.0;5400.0
3131;2.0;16;926.0;2025.0
2995;172.0;16;1000.0;2025.0
1857;0.0;16;1100.0;2025.0
3238;46.0;16;1150.0;2025.0
1857;0.0;16;1200.0;2025.0
3225;1.0;16;1250.0;2025.0
1280;6.0;16;1300.0;2025.0
3225;1.0;16;1300.0;2025.0
1857;0.0;16;1400.0;2025.0
3225;1.0;16;1500.0;2025.0
1857;0.0;16;1500.0;2025.0
1857;0.0;16;1600.0;2025.0
900;4.0;16;1750.0;2025.0
172;2.0;16;1750.0;2025.0
172;2.0;16;1800.0;2025.0
3225;1.0;16;1800.0;2025.0
3225;1.0;16;2000.0;2025.0
900;4.0;16;2025.0;2025.0
506;13.0;17;100.0;1525.0
2159;37.0;17;251.0;1525.0
1766;2.0;17;500.0;1525.0
1244;6.0;17;600.0;1525.0
2261;7.0;17;650.0;1525.0
2261;7.0;17;690.0;1525.0
1244;6.0;17;715.0;1525.0
2123;9.0;17;850.0;1525.0
2123;9.0;17;900.0;1525.0
2123;9.0;17;975.0;1525.0
3205;84.0;17;1035.0;1525.0
68;40.0;17;1200.0;1525.0
1280;6.0;17;1200.0;1525.0
1280;6.0;17;1300.0;1525.0
308;40.0;17;1455.99;1525.0
3225;1.0;17;1500.0;1525.0
68;40.0;17;1525.0;1525.0
1277;42.0;18;10.0;103.5
1158;0.0;18;15.0;103.5
1803;29.0;18;20.0;103.5
1158;0.0;18;20.0;103.5
1158;0.0;18;25.0;103.5
479;218.0;18;35.0;103.5
1427;0.0;18;55.0;103.5
1803;29.0;18;58.0;103.5
1803;29.0;18;64.0;103.5
1803;29.0;18;75.0;103.5
1803;29.0;18;80.0;103.5
1803;29.0;18;85.0;103.5
1803;29.0;18;90.0;103.5
1695;0.0;18;100.0;103.5
1803;29.0;18;101.0;103.5
1432;2.0;18;103.5;103.5
2619;2.0;19;50.0;455.0
1325;174.0;19;61.0;455.0
1325;174.0;19;100.0;455.0
1325;174.0;19;150.0;455.0
1325;174.0;19;200.0;455.0
2583;10.0;19;200.99;455.0
1325;174.0;19;250.0;455.0
2583;10.0;19;255.99;455.0
2583;10.0;19;275.99;455.0
2583;10.0;19;300.99;455.0
313;0.0;19;310.99;455.0
313;0.0;19;320.99;455.0
669;30.0;19;350.0;455.0
3139;3.0;19;350.0;455.0
2604;50.0;19;406.0;455.0
2439;24.0;19;416.0;455.0
2439;24.0;19;426.0;455.0
2439;24.0;19;436.0;455.0
2439;24.0;19;446.0;455.0
696;2.0;19;450.0;455.0
2439;24.0;19;455.0;455.0
679;63.0;20;15.99;41.45
943;0.0;20;20.0;41.45
2431;72.0;20;20.0;41.45
1607;122.0;20;22.0;41.45
2776;5.0;20;23.0;41.45
1246;15.0;20;25.0;41.45
2776;5.0;20;26.0;41.45
1246;15.0;20;30.0;41.45
74;15.0;20;33.0;41.45
3278;157.0;20;33.01;41.45
74;15.0;20;35.0;41.45
74;15.0;20;40.45;41.45
3256;41.0;20;41.45;41.45
1240;0.0;21;550.0;1800.0
1240;0.0;21;600.0;1800.0
1240;0.0;21;700.0;1800.0
1240;0.0;21;800.0;1800.0
1240;0.0;21;850.0;1800.0
1240;0.0;21;900.0;1800.0
1240;0.0;21;950.0;1800.0
1836;2.0;21;1000.0;1800.0
1836;2.0;21;1100.0;1800.0
3068;7.0;21;1200.0;1800.0
1836;2.0;21;1200.0;1800.0
1836;2.0;21;1300.0;1800.0
1836;2.0;21;1400.0;1800.0
3068;7.0;21;1500.0;1800.0
1836;2.0;21;1500.0;1800.0
3068;7.0;21;1600.0;1800.0
1836;2.0;21;1600.0;1800.0
1836;2.0;21;1700.0;1800.0
1885;0.0;21;1700.0;1800.0
1885;0.0;21;1750.0;1800.0
2024;1.0;21;1750.0;1800.0
1885;0.0;21;1775.0;1800.0
2024;1.0;21;1800.0;1800.0
1144;21.0;22;1.0;300.0
2871;0.0;22;5.0;300.0
2871;0.0;22;10.0;300.0
2871;0.0;22;14.0;300.0
3237;12.0;22;25.0;300.0
2829;29.0;22;27.0;300.0
96;39.0;22;30.0;300.0
952;23.0;22;75.0;300.0
3044;217.0;22;76.0;300.0
2052;133.0;22;81.0;300.0
952;23.0;22;100.0;300.0
2804;8.0;22;120.0;300.0
952;23.0;22;150.0;300.0
2804;8.0;22;175.0;300.0
952;23.0;22;200.0;300.0
2630;0.0;22;200.0;300.0
952;23.0;22;225.0;300.0
2630;0.0;22;250.0;300.0
534;5.0;22;260.0;300.0
2364;-1.0;22;275.0;300.0
534;5.0;22;280.0;300.0
1819;1.0;22;295.0;300.0
1199;1268.0;22;300.0;300.0
2493;18.0;23;50.0;202.5
715;2.0;23;60.0;202.5
2885;64.0;23;65.0;202.5
2885;64.0;23;71.0;202.5
2885;64.0;23;76.0;202.5
2885;64.0;23;80.0;202.5
2885;64.0;23;85.0;202.5
2885;64.0;23;90.0;202.5
1567;4.0;23;100.0;202.5
460;5.0;23;101.0;202.5
836;6.0;23;150.0;202.5
1567;4.0;23;185.0;202.5
1567;4.0;23;200.0;202.5
836;6.0;23;200.0;202.5
836;6.0;23;202.5;202.5
5;19.0;24;1.0;2395.0
5;19.0;24;1.5;2395.0
5;19.0;24;5.0;2395.0
1364;8.0;24;100.0;2395.0
1443;0.0;24;500.0;2395.0
590;0.0;24;500.0;2395.0
1443;0.0;24;550.0;2395.0
590;0.0;24;1000.0;2395.0
2513;3.0;24;1201.0;2395.0
1905;27.0;24;1300.0;2395.0
1905;27.0;24;1500.0;2395.0
2854;0.0;24;2000.0;2395.0
1905;27.0;24;2008.0;2395.0
2647;63.0;24;2395.0;2395.0
1273;100.0;25;1.25;560.0
2279;27.0;25;3.0;560.0
1047;6.0;25;15.0;560.0
1795;10.0;25;25.0;560.0
1795;10.0;25;30.0;560.0
2279;27.0;25;69.0;560.0
1125;79.0;25;75.0;560.0
2708;0.0;25;77.0;560.0
2708;0.0;25;88.0;560.0
2708;0.0;25;100.0;560.0
1274;38.0;25;200.0;560.0
2952;23.0;25;333.33;560.0
2050;19.0;25;333.33;560.0
2050;19.0;25;345.67;560.0
2050;19.0;25;444.44;560.0
2120;2.0;25;454.44;560.0
1167;0.0;25;464.44;560.0
1167;0.0;25;500.0;560.0
1167;0.0;25;550.0;560.0
2868;6.0;25;560.0;560.0
1481;13.0;26;50.0;1725.0
1273;100.0;26;52.0;1725.0
2239;84.0;26;55.0;1725.0
1416;21.0;26;101.0;1725.0
1416;21.0;26;151.0;1725.0
3221;0.0;26;156.0;1725.0
3221;0.0;26;170.0;1725.0
3221;0.0;26;200.0;1725.0
1364;8.0;26;210.0;1725.0
2952;23.0;26;222.0;1725.0
1364;8.0;26;250.0;1725.0
2952;23.0;26;333.33;1725.0
1109;0.0;26;495.0;1725.0
3381;0.0;26;611.0;1725.0
2324;13.0;26;639.0;1725.0
3381;0.0;26;711.0;1725.0
3252;5.0;26;777.77;1725.0
1401;3.0;26;800.0;1725.0
2573;0.0;26;800.0;1725.0
2573;0.0;26;850.0;1725.0
2050;19.0;26;888.88;1725.0
3304;83.0;26;909.0;1725.0
2563;0.0;26;1023.0;1725.0
2563;0.0;26;1100.0;1725.0
308;40.0;26;1145.99;1725.0
3304;83.0;26;1201.69;1725.0
2563;0.0;26;1248.9;1725.0
1722;8.0;26;1252.0;1725.0
2631;12.0;26;1302.0;1725.0
2513;3.0;26;1325.0;1725.0
1401;3.0;26;1400.0;1725.0
2513;3.0;26;1426.0;1725.0
3381;0.0;26;1451.0;1725.0
2211;0.0;26;1500.0;1725.0
3381;0.0;26;1501.0;1725.0
3381;0.0;26;1551.0;1725.0
2211;0.0;26;1575.0;1725.0
791;99.0;26;1650.0;1725.0
921;2.0;26;1700.0;1725.0
638;31.0;26;1725.0;1725.0
511;42.0;27;12.0;317.0
2711;7.0;27;50.0;317.0
2711;7.0;27;75.0;317.0
2711;7.0;27;80.0;317.0
2052;133.0;27;98.0;317.0
2711;7.0;27;110.0;317.0
2711;7.0;27;125.0;317.0
2711;7.0;27;135.0;317.0
2711;7.0;27;165.0;317.0
2711;7.0;27;185.0;317.0
1820;3.0;27;200.0;317.0
1319;0.0;27;250.0;317.0
1820;3.0;27;250.0;317.0
1319;0.0;27;260.0;317.0
206;134.0;27;277.77;317.0
1319;0.0;27;280.0;317.0
1319;0.0;27;290.0;317.0
1319;0.0;27;300.0;317.0
393;207.0;27;301.0;317.0
393;207.0;27;312.0;317.0
1319;0.0;27;317.0;317.0
1820;3.0;28;1524.99;1600.0
1638;188.0;28;1599.0;1600.0
3238;46.0;28;1600.0;1600.0
1999;0.0;29;550.0;880.0
2309;2.0;29;575.0;880.0
2573;0.0;29;650.0;880.0
1158;0.0;29;650.0;880.0
1158;0.0;29;750.0;880.0
2573;0.0;29;750.0;880.0
1158;0.0;29;800.0;880.0
581;0.0;29;830.0;880.0
2573;0.0;29;850.0;880.0
581;0.0;29;850.0;880.0
1985;1.0;29;860.0;880.0
2573;0.0;29;870.0;880.0
1985;1.0;29;880.0;880.0
2493;18.0;30;99.0;200.01
1008;4.0;30;100.0;200.01
2493;18.0;30;175.01;200.01
1288;2.0;30;200.0;200.01
2493;18.0;30;200.01;200.01
1068;0.0;31;2350.0;2425.0
3381;0.0;31;2375.0;2425.0
1068;0.0;31;2400.0;2425.0
3381;0.0;31;2425.0;2425.0
2003;102.0;32;200.0;450.0
2003;102.0;32;236.0;450.0
1225;218.0;32;387.0;450.0
1752;479.0;32;410.99;450.0
1752;479.0;32;450.0;450.0
124;0.0;33;365.0;370.0
1225;218.0;33;370.0;370.0
3203;7.0;34;20.0;349.99
1089;25.0;34;30.0;349.99
882;65.0;34;50.0;349.99
1704;0.0;34;60.0;349.99
1704;0.0;34;65.0;349.99
1704;0.0;34;70.0;349.99
1704;0.0;34;80.0;349.99
977;8.0;34;125.01;349.99
1567;4.0;34;150.0;349.99
977;8.0;34;150.01;349.99
2391;2.0;34;161.0;349.99
2391;2.0;34;171.0;349.99
2391;2.0;34;176.0;349.99
2391;2.0;34;186.0;349.99
1567;4.0;34;200.0;349.99
2391;2.0;34;201.0;349.99
2391;2.0;34;251.0;349.99
3032;102.0;34;275.0;349.99
2391;2.0;34;301.0;349.99
3032;102.0;34;301.06;349.99
2391;2.0;34;349.99;349.99
728;249.0;35;1599.99;1894.78
534;5.0;35;1650.0;1894.78
534;5.0;35;1700.0;1894.78
534;5.0;35;1800.0;1894.78
534;5.0;35;1850.0;1894.78
37;1.0;35;1869.78;1894.78
2939;93.0;35;1894.78;1894.78
3239;3.0;36;300.0;550.0
1758;0.0;36;300.0;550.0
3239;3.0;36;310.0;550.0
3239;3.0;36;330.0;550.0
3239;3.0;36;350.0;550.0
1758;0.0;36;355.0;550.0
2428;129.0;36;360.0;550.0
1758;0.0;36;365.0;550.0
2276;33.0;36;475.0;550.0
2276;33.0;36;495.0;550.0
2276;33.0;36;502.0;550.0
2428;129.0;36;510.0;550.0
2428;129.0;36;540.0;550.0
1758;0.0;36;550.0;550.0
2885;64.0;37;12.0;155.0
2885;64.0;37;15.0;155.0
2885;64.0;37;21.0;155.0
2885;64.0;37;30.0;155.0
1385;4.0;37;50.0;155.0
2229;1.0;37;52.0;155.0
2229;1.0;37;54.0;155.0
2229;1.0;37;56.0;155.0
2229;1.0;37;58.0;155.0
2229;1.0;37;60.0;155.0
2229;1.0;37;65.0;155.0
2229;1.0;37;70.0;155.0
2229;1.0;37;75.0;155.0
2229;1.0;37;80.0;155.0
2229;1.0;37;90.0;155.0
2229;1.0;37;100.0;155.0
393;207.0;37;110.0;155.0
2827;7.0;37;127.0;155.0
393;207.0;37;155.0;155.0
2827;7.0;37;155.0;155.0
1059;2.0;38;275.0;1925.0
1059;2.0;38;375.0;1925.0
1059;2.0;38;575.0;1925.0
1059;2.0;38;725.0;1925.0
2573;0.0;38;1200.0;1925.0
984;0.0;38;1250.0;1925.0
984;0.0;38;1500.0;1925.0
2573;0.0;38;1500.0;1925.0
2573;0.0;38;1650.0;1925.0
2573;0.0;38;1750.0;1925.0
984;0.0;38;1800.0;1925.0
2573;0.0;38;1800.0;1925.0
108;0.0;38;1875.0;1925.0
1415;0.0;38;1900.0;1925.0
108;0.0;38;1925.0;1925.0
2391;2.0;39;211.0;456.0
2352;17.0;39;250.0;456.0
2707;4.0;39;300.0;456.0
2352;17.0;39;350.0;456.0
556;1.0;39;351.0;456.0
2352;17.0;39;400.0;456.0
2391;2.0;39;401.0;456.0
2391;2.0;39;431.0;456.0
2391;2.0;39;441.0;456.0
2391;2.0;39;451.0;456.0
1117;65.0;39;456.0;456.0
2707;4.0;40;350.0;402.0
1225;218.0;40;378.0;402.0
1234;30.0;40;401.21;402.0
2391;2.0;40;402.0;402.0
2288;0.0;41;125.0;435.0
2441;4.0;41;150.0;435.0
2288;0.0;41;155.0;435.0
3202;226.0;41;175.75;435.0
2977;191.0;41;200.0;435.0
2788;6.0;41;200.0;435.0
2045;0.0;41;222.0;435.0
393;207.0;41;255.0;435.0
1695;0.0;41;270.0;435.0
1695;0.0;41;300.0;435.0
3166;19.0;41;350.0;435.0
2527;67.0;41;380.0;435.0
1695;0.0;41;390.0;435.0
1325;174.0;41;400.0;435.0
1482;1.0;41;430.0;435.0
1023;12.0;41;435.0;435.0
1780;2.0;42;200.0;623.26
3139;3.0;42;200.0;623.26
3139;3.0;42;250.0;623.26
263;26.0;42;250.0;623.26
3139;3.0;42;300.0;623.26
263;26.0;42;300.0;623.26
263;26.0;42;306.0;623.26
312;25.0;42;325.0;623.26
312;25.0;42;351.0;623.26
312;25.0;42;375.0;623.26
3139;3.0;42;385.0;623.26
3139;3.0;42;395.0;623.26
1780;2.0;42;400.0;623.26
3139;3.0;42;405.0;623.26
2197;0.0;42;500.0;623.26
248;35.0;42;572.06;623.26
248;35.0;42;613.26;623.26
117;2.0;42;623.26;623.26
2772;0.0;43;305.0;510.0
2772;0.0;43;320.0;510.0
2772;0.0;43;335.0;510.0
179;1.0;43;350.0;510.0
2292;5.0;43;400.0;510.0
179;1.0;43;400.0;510.0
179;1.0;43;500.0;510.0
3051;7.0;43;500.0;510.0
808;6.0;43;510.0;510.0
312;25.0;44;155.0;355.0
2424;127.0;44;158.0;355.0
312;25.0;44;201.0;355.0
2424;127.0;44;208.0;355.0
2660;3.0;44;240.0;355.0
1566;25.0;44;250.01;355.0
1096;98.0;44;296.0;355.0
138;1.0;44;325.0;355.0
1270;9.0;44;350.0;355.0
138;1.0;44;350.0;355.0
138;1.0;44;355.0;355.0
1280;6.0;45;1699.0;1799.0
3059;181.0;45;1724.0;1799.0
1280;6.0;45;1749.0;1799.0
1660;12.0;45;1778.0;1799.0
1280;6.0;45;1799.0;1799.0
1274;38.0;46;12.0;510.0
2546;3.0;46;70.0;510.0
2546;3.0;46;90.0;510.0
2288;0.0;46;99.0;510.0
1960;1.0;46;100.0;510.0
2266;8.0;46;200.0;510.0
1820;3.0;46;200.0;510.0
1820;3.0;46;300.0;510.0
119;48.0;46;355.0;510.0
119;48.0;46;385.0;510.0
2266;8.0;46;400.0;510.0
119;48.0;46;455.0;510.0
1960;1.0;46;500.0;510.0
119;48.0;46;510.0;510.0
3129;41.0;47;9.99;305.0
1844;16.0;47;10.49;305.0
952;23.0;47;75.0;305.0
2266;8.0;47;100.0;305.0
952;23.0;47;100.0;305.0
952;23.0;47;175.0;305.0
952;23.0;47;200.0;305.0
952;23.0;47;250.0;305.0
2707;4.0;47;300.0;305.0
952;23.0;47;300.0;305.0
952;23.0;47;305.0;305.0
668;4.0;48;21.0;150.0
1820;3.0;48;30.0;150.0
1820;3.0;48;50.0;150.0
1820;3.0;48;60.0;150.0
1820;3.0;48;100.0;150.0
393;207.0;48;150.0;150.0
2707;4.0;48;150.0;150.0
2124;0.0;49;500.0;1025.0
1820;3.0;49;510.0;1025.0
2124;0.0;49;600.0;1025.0
2613;0.0;49;620.0;1025.0
2613;0.0;49;700.0;1025.0
1480;15.0;49;720.0;1025.0
2530;115.0;49;855.5;1025.0
1820;3.0;49;1000.0;1025.0
2530;115.0;49;1025.0;1025.0
486;9.0;50;11.0;1125.0
403;60.0;50;50.0;1125.0
882;65.0;50;100.0;1125.0
1076;21.0;50;200.01;1125.0
3238;46.0;50;220.0;1125.0
2612;11.0;50;265.0;1125.0
1076;21.0;50;300.01;1125.0
2612;11.0;50;335.0;1125.0
393;207.0;50;399.0;1125.0
1820;3.0;50;500.0;1125.0
1319;0.0;50;650.0;1125.0
1319;0.0;50;700.0;1125.0
1319;0.0;50;750.0;1125.0
1319;0.0;50;770.0;1125.0
1319;0.0;50;800.0;1125.0
1319;0.0;50;820.0;1125.0
1319;0.0;50;900.0;1125.0
291;2.0;50;1000.0;1125.0
1319;0.0;50;1000.0;1125.0
1319;0.0;50;1025.0;1125.0
291;2.0;50;1050.0;1125.0
1319;0.0;50;1100.0;1125.0
1647;121.0;50;1125.0;1125.0
179;1.0;51;250.0;1825.0
179;1.0;51;350.0;1825.0
1252;55.0;51;410.0;1825.0
3160;64.0;51;420.0;1825.0
1695;0.0;51;500.0;1825.0
3286;4.0;51;550.0;1825.0
3286;4.0;51;600.0;1825.0
2914;1.0;51;700.0;1825.0
2949;128.0;51;900.0;1825.0
1261;1.0;51;950.0;1825.0
3367;1.0;51;1001.0;1825.0
3367;1.0;51;1100.0;1825.0
3367;1.0;51;1200.0;1825.0
1820;7.0;51;1500.0;1825.0
2920;37.0;51;1800.0;1825.0
970;15.0;51;1825.0;1825.0
2512;45.0;52;675.0;831.0
1183;0.0;52;695.0;831.0
2416;15.0;52;700.0;831.0
1183;0.0;52;710.0;831.0
1641;2.0;52;720.0;831.0
255;5.0;52;740.0;831.0
3249;0.0;52;750.0;831.0
3249;0.0;52;800.0;831.0
255;5.0;52;801.0;831.0
2370;0.0;52;811.0;831.0
255;5.0;52;821.0;831.0
1537;15.0;52;831.0;831.0
3249;0.0;53;710.0;841.0
2512;45.0;53;725.0;841.0
3249;0.0;53;730.0;841.0
3028;46.0;53;750.0;841.0
3249;0.0;53;760.0;841.0
3249;0.0;53;770.0;841.0
3249;0.0;53;800.0;841.0
255;5.0;53;801.0;841.0
901;0.0;53;811.0;841.0
901;0.0;53;831.0;841.0
255;5.0;53;841.0;841.0
2391;3.0;54;424.0;430.0
2036;5.0;54;425.0;430.0
2391;3.0;54;430.0;430.0
151;2.0;55;350.0;1225.0
151;2.0;55;450.0;1225.0
2573;0.0;55;500.0;1225.0
151;2.0;55;500.0;1225.0
151;2.0;55;550.0;1225.0
1820;3.0;55;700.0;1225.0
2785;31.0;55;700.0;1225.0
1696;0.0;55;720.0;1225.0
2785;31.0;55;750.0;1225.0
2573;0.0;55;790.0;1225.0
1516;3.0;55;800.0;1225.0
2573;0.0;55;810.0;1225.0
1456;0.0;55;1000.0;1225.0
1237;0.0;55;1100.0;1225.0
1237;0.0;55;1200.0;1225.0
62;25.0;55;1225.0;1225.0
138;1.0;56;20.0;400.0
3265;-2.0;56;50.0;400.0
979;28.0;56;100.0;400.0
2391;3.0;56;122.0;400.0
2391;3.0;56;145.0;400.0
2391;3.0;56;151.0;400.0
979;28.0;56;200.0;400.0
979;28.0;56;300.0;400.0
1270;9.0;56;325.0;400.0
2709;4.0;56;400.0;400.0
138;1.0;57;20.0;276.05
2266;8.0;57;100.0;276.05
451;1.0;57;110.0;276.05
3265;-2.0;57;125.0;276.05
393;215.0;57;159.0;276.05
174;42.0;57;200.0;276.05
2804;8.0;57;210.0;276.05
393;215.0;57;211.0;276.05
2804;8.0;57;250.0;276.05
203;13.0;57;251.0;276.05
2043;15.0;57;256.0;276.05
1629;7.0;57;275.0;276.05
964;36.0;57;276.05;276.05
235;54.0;58;999.0;1599.0
1696;0.0;58;1000.0;1599.0
2436;22.0;58;1500.0;1599.0
2436;22.0;58;1599.0;1599.0
3335;18.0;59;350.0;2600.0
2968;0.0;59;360.0;2600.0
2968;0.0;59;370.0;2600.0
1695;0.0;59;400.0;2600.0
1237;1.0;59;650.0;2600.0
1820;7.0;59;1000.0;2600.0
2350;0.0;59;1100.0;2600.0
2914;1.0;59;1200.0;2600.0
3323;5.0;59;1250.0;2600.0
2914;1.0;59;1250.0;2600.0
2914;1.0;59;1275.0;2600.0
2350;0.0;59;1350.0;2600.0
2350;0.0;59;1425.0;2600.0
2901;3.0;59;1500.0;2600.0
3238;47.0;59;1800.0;2600.0
2697;71.0;59;1999.0;2600.0
2697;71.0;59;2050.0;2600.0
3238;47.0;59;2100.0;2600.0
259;7.0;59;2150.0;2600.0
259;7.0;59;2200.0;2600.0
259;7.0;59;2250.0;2600.0
259;7.0;59;2300.0;2600.0
3351;0.0;59;2350.0;2600.0
3351;0.0;59;2400.0;2600.0
3351;0.0;59;2450.0;2600.0
3351;0.0;59;2500.0;2600.0
1171;558.0;59;2569.77;2600.0
3351;0.0;59;2600.0;2600.0
2661;6.0;60;504.0;1025.0
735;5.0;60;551.0;1025.0
735;5.0;60;601.0;1025.0
1695;0.0;60;700.0;1025.0
735;5.0;60;701.0;1025.0
104;5.0;60;750.0;1025.0
735;5.0;60;751.0;1025.0
735;5.0;60;781.0;1025.0
735;5.0;60;801.0;1025.0
104;5.0;60;821.0;1025.0
104;5.0;60;850.0;1025.0
1638;189.0;60;888.0;1025.0
