13;100.0;Cartier wristwatch;7 day auction
15;5000.0;Cartier wristwatch;7 day auction
17;1.0;Cartier wristwatch;7 day auction
18;5.0;Cartier wristwatch;7 day auction
19;1.0;Cartier wristwatch;7 day auction
22;1.0;Cartier wristwatch;7 day auction
23;50.0;Cartier wristwatch;7 day auction
24;1.0;Cartier wristwatch;7 day auction
27;1.0;Cartier wristwatch;7 day auction
28;1499.99;Cartier wristwatch;7 day auction
32;200.0;Cartier wristwatch;7 day auction
33;195.0;Cartier wristwatch;7 day auction
34;1.0;Cartier wristwatch;7 day auction
35;500.0;Cartier wristwatch;7 day auction
36;250.0;Cartier wristwatch;7 day auction
37;9.99;Cartier wristwatch;7 day auction
38;1.0;Cartier wristwatch;7 day auction
39;200.0;Cartier wristwatch;7 day auction
40;175.0;Cartier wristwatch;7 day auction
42;99.0;Cartier wristwatch;7 day auction
43;299.99;Cartier wristwatch;7 day auction
49;500.0;Cartier wristwatch;7 day auction
50;1.0;Cartier wristwatch;7 day auction
51;101.01;Cartier wristwatch;7 day auction
52;650.0;Cartier wristwatch;7 day auction
53;700.0;Cartier wristwatch;7 day auction
54;399.0;Cartier wristwatch;7 day auction
56;19.99;Cartier wristwatch;7 day auction
57;20.0;Cartier wristwatch;7 day auction
58;10.0;Cartier wristwatch;7 day auction
59;95.0;Cartier wristwatch;7 day auction
60;499.0;Cartier wristwatch;7 day auction
65;900.0;Cartier wristwatch;7 day auction
66;0.01;Cartier wristwatch;7 day auction
67;1.0;Cartier wristwatch;7 day auction
68;1.0;Cartier wristwatch;7 day auction
69;1.0;Cartier wristwatch;7 day auction
70;500.0;Cartier wristwatch;7 day auction
71;0.01;Cartier wristwatch;7 day auction
72;500.0;Cartier wristwatch;7 day auction
73;350.0;Cartier wristwatch;7 day auction
75;1.0;Cartier wristwatch;7 day auction
76;1.0;Cartier wristwatch;7 day auction
77;9.99;Cartier wristwatch;7 day auction
78;500.0;Cartier wristwatch;7 day auction
79;155.0;Cartier wristwatch;7 day auction
80;1.0;Cartier wristwatch;7 day auction
81;1.0;Cartier wristwatch;7 day auction
82;1.0;Cartier wristwatch;7 day auction
84;25.0;Cartier wristwatch;7 day auction
87;100.0;Cartier wristwatch;7 day auction
88;50.0;Cartier wristwatch;7 day auction
90;200.0;Cartier wristwatch;7 day auction
93;1.0;Cartier wristwatch;7 day auction
96;200.0;Cartier wristwatch;7 day auction
97;200.0;Cartier wristwatch;7 day auction
98;1500.0;Cartier wristwatch;7 day auction
99;1.0;Cartier wristwatch;7 day auction
100;1.0;Cartier wristwatch;7 day auction
101;1.0;Cartier wristwatch;7 day auction
103;1.0;Cartier wristwatch;7 day auction
104;1.0;Cartier wristwatch;7 day auction
105;75.0;Cartier wristwatch;7 day auction
107;1.0;Cartier wristwatch;7 day auction
108;99.99;Cartier wristwatch;7 day auction
109;150.0;Cartier wristwatch;7 day auction
110;349.0;Cartier wristwatch;7 day auction
116;249.99;Cartier wristwatch;7 day auction
117;1.0;Cartier wristwatch;7 day auction
118;1495.0;Cartier wristwatch;7 day auction
119;1.0;Cartier wristwatch;7 day auction
120;1.0;Cartier wristwatch;7 day auction
122;100.0;Cartier wristwatch;7 day auction
123;1695.0;Cartier wristwatch;7 day auction
124;599.99;Cartier wristwatch;7 day auction
125;100.0;Cartier wristwatch;7 day auction
126;7.99;Cartier wristwatch;7 day auction
127;1.0;Cartier wristwatch;7 day auction
128;1.0;Cartier wristwatch;7 day auction
130;1.0;Cartier wristwatch;7 day auction
131;300.0;Cartier wristwatch;7 day auction
132;850.0;Cartier wristwatch;7 day auction
133;10.0;Cartier wristwatch;7 day auction
134;359.0;Cartier wristwatch;7 day auction
135;9.99;Cartier wristwatch;7 day auction
137;0.01;Palm Pilot M515 PDA;3 day auction
159;1.0;Palm Pilot M515 PDA;3 day auction
160;1.0;Palm Pilot M515 PDA;3 day auction
164;1.0;Palm Pilot M515 PDA;3 day auction
168;1.0;Palm Pilot M515 PDA;3 day auction
169;1.0;Palm Pilot M515 PDA;3 day auction
175;200.0;Palm Pilot M515 PDA;3 day auction
184;215.0;Palm Pilot M515 PDA;3 day auction
185;1.0;Palm Pilot M515 PDA;3 day auction
194;200.0;Palm Pilot M515 PDA;3 day auction
195;215.0;Palm Pilot M515 PDA;3 day auction
199;259.0;Palm Pilot M515 PDA;3 day auction
201;1.0;Palm Pilot M515 PDA;3 day auction
206;0.01;Palm Pilot M515 PDA;3 day auction
211;0.01;Palm Pilot M515 PDA;3 day auction
212;9.99;Palm Pilot M515 PDA;3 day auction
213;9.99;Palm Pilot M515 PDA;3 day auction
214;9.99;Palm Pilot M515 PDA;3 day auction
217;1.0;Palm Pilot M515 PDA;3 day auction
221;50.0;Palm Pilot M515 PDA;3 day auction
222;1.0;Palm Pilot M515 PDA;3 day auction
223;0.01;Palm Pilot M515 PDA;3 day auction
240;220.0;Palm Pilot M515 PDA;3 day auction
241;199.0;Palm Pilot M515 PDA;3 day auction
242;9.99;Palm Pilot M515 PDA;3 day auction
251;200.99;Palm Pilot M515 PDA;3 day auction
254;0.01;Palm Pilot M515 PDA;3 day auction
261;255.0;Palm Pilot M515 PDA;3 day auction
264;99.0;Palm Pilot M515 PDA;3 day auction
268;0.01;Palm Pilot M515 PDA;3 day auction
269;0.01;Palm Pilot M515 PDA;3 day auction
288;1.0;Palm Pilot M515 PDA;3 day auction
293;0.01;Palm Pilot M515 PDA;3 day auction
301;199.95;Palm Pilot M515 PDA;3 day auction
310;1.0;Palm Pilot M515 PDA;3 day auction
315;1.0;Palm Pilot M515 PDA;3 day auction
328;215.0;Palm Pilot M515 PDA;3 day auction
329;1.0;Palm Pilot M515 PDA;3 day auction
330;25.0;Palm Pilot M515 PDA;3 day auction
333;1.0;Palm Pilot M515 PDA;3 day auction
335;240.0;Palm Pilot M515 PDA;3 day auction
348;190.0;Palm Pilot M515 PDA;3 day auction
349;175.0;Palm Pilot M515 PDA;3 day auction
354;0.01;Palm Pilot M515 PDA;3 day auction
364;150.0;Palm Pilot M515 PDA;3 day auction
365;50.0;Palm Pilot M515 PDA;3 day auction
368;99.0;Palm Pilot M515 PDA;3 day auction
369;175.0;Palm Pilot M515 PDA;3 day auction
372;1.0;Palm Pilot M515 PDA;3 day auction
374;175.0;Palm Pilot M515 PDA;3 day auction
375;175.0;Palm Pilot M515 PDA;3 day auction
376;150.0;Palm Pilot M515 PDA;3 day auction
380;175.0;Palm Pilot M515 PDA;3 day auction
389;240.0;Palm Pilot M515 PDA;3 day auction
392;175.0;Palm Pilot M515 PDA;3 day auction
398;175.0;Palm Pilot M515 PDA;3 day auction
399;175.0;Palm Pilot M515 PDA;3 day auction
402;240.0;Palm Pilot M515 PDA;3 day auction
408;1.0;Palm Pilot M515 PDA;3 day auction
412;175.0;Palm Pilot M515 PDA;3 day auction
413;175.0;Palm Pilot M515 PDA;3 day auction
417;175.0;Palm Pilot M515 PDA;3 day auction
418;175.0;Palm Pilot M515 PDA;3 day auction
419;175.0;Palm Pilot M515 PDA;3 day auction
428;175.0;Palm Pilot M515 PDA;3 day auction
430;150.0;Palm Pilot M515 PDA;3 day auction
434;175.0;Palm Pilot M515 PDA;3 day auction
437;199.0;Palm Pilot M515 PDA;3 day auction
443;175.0;Palm Pilot M515 PDA;3 day auction
444;175.0;Palm Pilot M515 PDA;3 day auction
446;175.0;Palm Pilot M515 PDA;3 day auction
447;175.0;Palm Pilot M515 PDA;3 day auction
448;175.0;Palm Pilot M515 PDA;3 day auction
449;175.0;Palm Pilot M515 PDA;3 day auction
451;19.99;Palm Pilot M515 PDA;3 day auction
452;19.99;Palm Pilot M515 PDA;3 day auction
455;175.0;Palm Pilot M515 PDA;3 day auction
456;175.0;Palm Pilot M515 PDA;3 day auction
459;175.0;Palm Pilot M515 PDA;3 day auction
460;175.0;Palm Pilot M515 PDA;3 day auction
461;175.0;Palm Pilot M515 PDA;3 day auction
462;185.0;Palm Pilot M515 PDA;3 day auction
463;202.5;Palm Pilot M515 PDA;3 day auction
464;175.0;Palm Pilot M515 PDA;3 day auction
465;200.0;Palm Pilot M515 PDA;3 day auction
467;9.99;Palm Pilot M515 PDA;3 day auction
468;175.0;Palm Pilot M515 PDA;3 day auction
469;5.0;Palm Pilot M515 PDA;3 day auction
470;175.0;Palm Pilot M515 PDA;3 day auction
471;175.0;Palm Pilot M515 PDA;3 day auction
473;175.0;Palm Pilot M515 PDA;3 day auction
474;175.0;Palm Pilot M515 PDA;3 day auction
475;175.0;Palm Pilot M515 PDA;3 day auction
476;1.0;Palm Pilot M515 PDA;3 day auction
478;9.99;Palm Pilot M515 PDA;3 day auction
138;0.01;Palm Pilot M515 PDA;5 day auction
145;140.0;Palm Pilot M515 PDA;5 day auction
146;225.0;Palm Pilot M515 PDA;5 day auction
149;200.0;Palm Pilot M515 PDA;5 day auction
150;259.0;Palm Pilot M515 PDA;5 day auction
157;255.0;Palm Pilot M515 PDA;5 day auction
161;1.0;Palm Pilot M515 PDA;5 day auction
165;1.0;Palm Pilot M515 PDA;5 day auction
170;1.0;Palm Pilot M515 PDA;5 day auction
172;200.0;Palm Pilot M515 PDA;5 day auction
177;230.0;Palm Pilot M515 PDA;5 day auction
178;255.0;Palm Pilot M515 PDA;5 day auction
181;100.0;Palm Pilot M515 PDA;5 day auction
182;215.0;Palm Pilot M515 PDA;5 day auction
186;1.0;Palm Pilot M515 PDA;5 day auction
190;179.99;Palm Pilot M515 PDA;5 day auction
197;215.0;Palm Pilot M515 PDA;5 day auction
202;1.0;Palm Pilot M515 PDA;5 day auction
205;25.0;Palm Pilot M515 PDA;5 day auction
209;215.0;Palm Pilot M515 PDA;5 day auction
210;249.99;Palm Pilot M515 PDA;5 day auction
215;99.99;Palm Pilot M515 PDA;5 day auction
216;100.0;Palm Pilot M515 PDA;5 day auction
218;1.0;Palm Pilot M515 PDA;5 day auction
227;10.0;Palm Pilot M515 PDA;5 day auction
228;10.0;Palm Pilot M515 PDA;5 day auction
229;10.0;Palm Pilot M515 PDA;5 day auction
234;100.0;Palm Pilot M515 PDA;5 day auction
247;9.99;Palm Pilot M515 PDA;5 day auction
259;150.0;Palm Pilot M515 PDA;5 day auction
260;0.01;Palm Pilot M515 PDA;5 day auction
266;99.99;Palm Pilot M515 PDA;5 day auction
277;0.07;Palm Pilot M515 PDA;5 day auction
284;45.99;Palm Pilot M515 PDA;5 day auction
285;9.99;Palm Pilot M515 PDA;5 day auction
296;9.99;Palm Pilot M515 PDA;5 day auction
303;1.0;Palm Pilot M515 PDA;5 day auction
331;19.99;Palm Pilot M515 PDA;5 day auction
332;150.0;Palm Pilot M515 PDA;5 day auction
334;1.0;Palm Pilot M515 PDA;5 day auction
355;10.0;Palm Pilot M515 PDA;5 day auction
358;89.0;Palm Pilot M515 PDA;5 day auction
361;1.0;Palm Pilot M515 PDA;5 day auction
362;9.99;Palm Pilot M515 PDA;5 day auction
366;15.0;Palm Pilot M515 PDA;5 day auction
371;9.99;Palm Pilot M515 PDA;5 day auction
381;175.0;Palm Pilot M515 PDA;5 day auction
382;175.0;Palm Pilot M515 PDA;5 day auction
395;245.0;Palm Pilot M515 PDA;5 day auction
421;240.0;Palm Pilot M515 PDA;5 day auction
436;240.0;Palm Pilot M515 PDA;5 day auction
441;0.01;Palm Pilot M515 PDA;5 day auction
466;70.0;Palm Pilot M515 PDA;5 day auction
472;240.0;Palm Pilot M515 PDA;5 day auction
136;0.01;Palm Pilot M515 PDA;7 day auction
139;0.01;Palm Pilot M515 PDA;7 day auction
140;1.0;Palm Pilot M515 PDA;7 day auction
141;9.99;Palm Pilot M515 PDA;7 day auction
142;215.0;Palm Pilot M515 PDA;7 day auction
143;155.0;Palm Pilot M515 PDA;7 day auction
144;50.0;Palm Pilot M515 PDA;7 day auction
147;39.0;Palm Pilot M515 PDA;7 day auction
148;39.0;Palm Pilot M515 PDA;7 day auction
151;1.0;Palm Pilot M515 PDA;7 day auction
152;179.99;Palm Pilot M515 PDA;7 day auction
153;15.0;Palm Pilot M515 PDA;7 day auction
154;10.0;Palm Pilot M515 PDA;7 day auction
155;9.99;Palm Pilot M515 PDA;7 day auction
156;2.0;Palm Pilot M515 PDA;7 day auction
158;100.0;Palm Pilot M515 PDA;7 day auction
162;1.0;Palm Pilot M515 PDA;7 day auction
163;1.0;Palm Pilot M515 PDA;7 day auction
166;125.0;Palm Pilot M515 PDA;7 day auction
167;199.99;Palm Pilot M515 PDA;7 day auction
171;1.0;Palm Pilot M515 PDA;7 day auction
173;190.0;Palm Pilot M515 PDA;7 day auction
174;5.0;Palm Pilot M515 PDA;7 day auction
176;9.0;Palm Pilot M515 PDA;7 day auction
179;1.0;Palm Pilot M515 PDA;7 day auction
180;1.0;Palm Pilot M515 PDA;7 day auction
183;215.0;Palm Pilot M515 PDA;7 day auction
187;1.0;Palm Pilot M515 PDA;7 day auction
188;150.0;Palm Pilot M515 PDA;7 day auction
189;10.0;Palm Pilot M515 PDA;7 day auction
191;245.0;Palm Pilot M515 PDA;7 day auction
192;20.0;Palm Pilot M515 PDA;7 day auction
193;1.0;Palm Pilot M515 PDA;7 day auction
196;215.0;Palm Pilot M515 PDA;7 day auction
198;150.0;Palm Pilot M515 PDA;7 day auction
200;215.0;Palm Pilot M515 PDA;7 day auction
203;1.0;Palm Pilot M515 PDA;7 day auction
204;9.99;Palm Pilot M515 PDA;7 day auction
207;9.99;Palm Pilot M515 PDA;7 day auction
208;1.0;Palm Pilot M515 PDA;7 day auction
219;0.01;Palm Pilot M515 PDA;7 day auction
220;1.0;Palm Pilot M515 PDA;7 day auction
224;0.01;Palm Pilot M515 PDA;7 day auction
225;0.01;Palm Pilot M515 PDA;7 day auction
226;100.0;Palm Pilot M515 PDA;7 day auction
230;0.01;Palm Pilot M515 PDA;7 day auction
231;225.0;Palm Pilot M515 PDA;7 day auction
232;10.0;Palm Pilot M515 PDA;7 day auction
233;0.01;Palm Pilot M515 PDA;7 day auction
235;100.0;Palm Pilot M515 PDA;7 day auction
236;149.99;Palm Pilot M515 PDA;7 day auction
237;175.0;Palm Pilot M515 PDA;7 day auction
238;150.0;Palm Pilot M515 PDA;7 day auction
239;0.01;Palm Pilot M515 PDA;7 day auction
243;0.01;Palm Pilot M515 PDA;7 day auction
244;265.0;Palm Pilot M515 PDA;7 day auction
245;50.0;Palm Pilot M515 PDA;7 day auction
246;0.01;Palm Pilot M515 PDA;7 day auction
248;0.01;Palm Pilot M515 PDA;7 day auction
249;0.01;Palm Pilot M515 PDA;7 day auction
250;9.99;Palm Pilot M515 PDA;7 day auction
252;0.01;Palm Pilot M515 PDA;7 day auction
253;0.01;Palm Pilot M515 PDA;7 day auction
255;50.0;Palm Pilot M515 PDA;7 day auction
256;0.01;Palm Pilot M515 PDA;7 day auction
257;0.11;Palm Pilot M515 PDA;7 day auction
258;0.01;Palm Pilot M515 PDA;7 day auction
262;0.01;Palm Pilot M515 PDA;7 day auction
263;219.99;Palm Pilot M515 PDA;7 day auction
265;0.01;Palm Pilot M515 PDA;7 day auction
267;0.01;Palm Pilot M515 PDA;7 day auction
270;0.01;Palm Pilot M515 PDA;7 day auction
271;200.0;Palm Pilot M515 PDA;7 day auction
272;0.01;Palm Pilot M515 PDA;7 day auction
273;180.0;Palm Pilot M515 PDA;7 day auction
274;1.0;Palm Pilot M515 PDA;7 day auction
275;0.01;Palm Pilot M515 PDA;7 day auction
276;0.01;Palm Pilot M515 PDA;7 day auction
278;0.01;Palm Pilot M515 PDA;7 day auction
279;1.0;Palm Pilot M515 PDA;7 day auction
280;0.01;Palm Pilot M515 PDA;7 day auction
281;100.0;Palm Pilot M515 PDA;7 day auction
282;0.01;Palm Pilot M515 PDA;7 day auction
283;25.0;Palm Pilot M515 PDA;7 day auction
286;0.01;Palm Pilot M515 PDA;7 day auction
287;0.01;Palm Pilot M515 PDA;7 day auction
289;0.01;Palm Pilot M515 PDA;7 day auction
290;25.0;Palm Pilot M515 PDA;7 day auction
291;240.0;Palm Pilot M515 PDA;7 day auction
292;0.01;Palm Pilot M515 PDA;7 day auction
294;0.01;Palm Pilot M515 PDA;7 day auction
295;0.01;Palm Pilot M515 PDA;7 day auction
297;100.0;Palm Pilot M515 PDA;7 day auction
298;239.99;Palm Pilot M515 PDA;7 day auction
299;0.01;Palm Pilot M515 PDA;7 day auction
300;0.01;Palm Pilot M515 PDA;7 day auction
302;0.01;Palm Pilot M515 PDA;7 day auction
304;9.99;Palm Pilot M515 PDA;7 day auction
305;0.01;Palm Pilot M515 PDA;7 day auction
306;0.01;Palm Pilot M515 PDA;7 day auction
307;150.0;Palm Pilot M515 PDA;7 day auction
308;175.0;Palm Pilot M515 PDA;7 day auction
309;0.01;Palm Pilot M515 PDA;7 day auction
311;1.0;Palm Pilot M515 PDA;7 day auction
312;1.0;Palm Pilot M515 PDA;7 day auction
313;50.0;Palm Pilot M515 PDA;7 day auction
314;0.01;Palm Pilot M515 PDA;7 day auction
316;0.01;Palm Pilot M515 PDA;7 day auction
317;240.0;Palm Pilot M515 PDA;7 day auction
318;100.0;Palm Pilot M515 PDA;7 day auction
319;1.0;Palm Pilot M515 PDA;7 day auction
320;0.01;Palm Pilot M515 PDA;7 day auction
321;215.0;Palm Pilot M515 PDA;7 day auction
322;0.01;Palm Pilot M515 PDA;7 day auction
323;200.0;Palm Pilot M515 PDA;7 day auction
324;0.01;Palm Pilot M515 PDA;7 day auction
325;19.99;Palm Pilot M515 PDA;7 day auction
326;0.01;Palm Pilot M515 PDA;7 day auction
327;0.01;Palm Pilot M515 PDA;7 day auction
336;199.0;Palm Pilot M515 PDA;7 day auction
337;74.9;Palm Pilot M515 PDA;7 day auction
338;1.0;Palm Pilot M515 PDA;7 day auction
339;0.01;Palm Pilot M515 PDA;7 day auction
340;149.99;Palm Pilot M515 PDA;7 day auction
341;0.01;Palm Pilot M515 PDA;7 day auction
342;240.0;Palm Pilot M515 PDA;7 day auction
343;225.0;Palm Pilot M515 PDA;7 day auction
344;40.0;Palm Pilot M515 PDA;7 day auction
345;5.0;Palm Pilot M515 PDA;7 day auction
346;150.0;Palm Pilot M515 PDA;7 day auction
347;50.0;Palm Pilot M515 PDA;7 day auction
350;9.95;Palm Pilot M515 PDA;7 day auction
351;0.01;Palm Pilot M515 PDA;7 day auction
352;9.95;Palm Pilot M515 PDA;7 day auction
353;240.0;Palm Pilot M515 PDA;7 day auction
356;9.95;Palm Pilot M515 PDA;7 day auction
357;9.95;Palm Pilot M515 PDA;7 day auction
359;1.0;Palm Pilot M515 PDA;7 day auction
360;240.0;Palm Pilot M515 PDA;7 day auction
363;250.0;Palm Pilot M515 PDA;7 day auction
367;9.95;Palm Pilot M515 PDA;7 day auction
370;1.0;Palm Pilot M515 PDA;7 day auction
373;1.0;Palm Pilot M515 PDA;7 day auction
377;9.99;Palm Pilot M515 PDA;7 day auction
378;9.99;Palm Pilot M515 PDA;7 day auction
379;9.95;Palm Pilot M515 PDA;7 day auction
383;175.0;Palm Pilot M515 PDA;7 day auction
384;175.0;Palm Pilot M515 PDA;7 day auction
385;1.0;Palm Pilot M515 PDA;7 day auction
386;50.0;Palm Pilot M515 PDA;7 day auction
387;1.0;Palm Pilot M515 PDA;7 day auction
388;1.0;Palm Pilot M515 PDA;7 day auction
390;150.0;Palm Pilot M515 PDA;7 day auction
391;9.99;Palm Pilot M515 PDA;7 day auction
393;1.0;Palm Pilot M515 PDA;7 day auction
394;1.0;Palm Pilot M515 PDA;7 day auction
396;1.0;Palm Pilot M515 PDA;7 day auction
397;5.0;Palm Pilot M515 PDA;7 day auction
400;1.0;Palm Pilot M515 PDA;7 day auction
401;9.95;Palm Pilot M515 PDA;7 day auction
403;240.0;Palm Pilot M515 PDA;7 day auction
404;50.0;Palm Pilot M515 PDA;7 day auction
405;1.0;Palm Pilot M515 PDA;7 day auction
406;1.0;Palm Pilot M515 PDA;7 day auction
407;1.0;Palm Pilot M515 PDA;7 day auction
409;10.0;Palm Pilot M515 PDA;7 day auction
410;150.0;Palm Pilot M515 PDA;7 day auction
411;9.95;Palm Pilot M515 PDA;7 day auction
414;1.0;Palm Pilot M515 PDA;7 day auction
415;9.99;Palm Pilot M515 PDA;7 day auction
416;9.99;Palm Pilot M515 PDA;7 day auction
420;9.95;Palm Pilot M515 PDA;7 day auction
422;1.0;Palm Pilot M515 PDA;7 day auction
423;1.0;Palm Pilot M515 PDA;7 day auction
424;179.99;Palm Pilot M515 PDA;7 day auction
425;179.99;Palm Pilot M515 PDA;7 day auction
426;1.0;Palm Pilot M515 PDA;7 day auction
427;1.0;Palm Pilot M515 PDA;7 day auction
429;9.95;Palm Pilot M515 PDA;7 day auction
431;1.0;Palm Pilot M515 PDA;7 day auction
432;99.99;Palm Pilot M515 PDA;7 day auction
433;9.95;Palm Pilot M515 PDA;7 day auction
435;240.0;Palm Pilot M515 PDA;7 day auction
438;1.0;Palm Pilot M515 PDA;7 day auction
439;1.0;Palm Pilot M515 PDA;7 day auction
440;9.95;Palm Pilot M515 PDA;7 day auction
442;259.95;Palm Pilot M515 PDA;7 day auction
445;1.0;Palm Pilot M515 PDA;7 day auction
450;1.0;Palm Pilot M515 PDA;7 day auction
453;1.0;Palm Pilot M515 PDA;7 day auction
454;1.0;Palm Pilot M515 PDA;7 day auction
457;9.99;Palm Pilot M515 PDA;7 day auction
458;1.0;Palm Pilot M515 PDA;7 day auction
477;9.99;Palm Pilot M515 PDA;7 day auction
542;95.0;Xbox game console;3 day auction
547;1.0;Xbox game console;3 day auction
550;29.99;Xbox game console;3 day auction
551;1.0;Xbox game console;3 day auction
556;0.01;Xbox game console;3 day auction
560;40.0;Xbox game console;3 day auction
561;50.0;Xbox game console;3 day auction
563;100.16;Xbox game console;3 day auction
564;100.16;Xbox game console;3 day auction
566;49.0;Xbox game console;3 day auction
567;0.01;Xbox game console;3 day auction
568;99.0;Xbox game console;3 day auction
570;0.99;Xbox game console;3 day auction
571;9.99;Xbox game console;3 day auction
572;50.0;Xbox game console;3 day auction
573;60.0;Xbox game console;3 day auction
578;99.99;Xbox game console;3 day auction
579;65.0;Xbox game console;3 day auction
580;75.0;Xbox game console;3 day auction
581;0.95;Xbox game console;3 day auction
582;100.0;Xbox game console;3 day auction
583;0.1;Xbox game console;3 day auction
584;80.0;Xbox game console;3 day auction
591;0.01;Xbox game console;3 day auction
592;29.99;Xbox game console;3 day auction
593;75.0;Xbox game console;3 day auction
594;9.99;Xbox game console;3 day auction
595;0.99;Xbox game console;3 day auction
596;110.0;Xbox game console;3 day auction
622;0.99;Xbox game console;3 day auction
623;55.0;Xbox game console;3 day auction
624;50.0;Xbox game console;3 day auction
625;60.0;Xbox game console;3 day auction
626;0.99;Xbox game console;3 day auction
627;5.0;Xbox game console;3 day auction
509;70.0;Xbox game console;5 day auction
519;0.99;Xbox game console;5 day auction
523;150.0;Xbox game console;5 day auction
526;0.99;Xbox game console;5 day auction
530;49.99;Xbox game console;5 day auction
546;74.99;Xbox game console;5 day auction
548;0.01;Xbox game console;5 day auction
557;62.55;Xbox game console;5 day auction
558;62.55;Xbox game console;5 day auction
562;0.01;Xbox game console;5 day auction
565;100.0;Xbox game console;5 day auction
569;39.99;Xbox game console;5 day auction
574;70.0;Xbox game console;5 day auction
614;25.0;Xbox game console;5 day auction
615;59.99;Xbox game console;5 day auction
616;0.99;Xbox game console;5 day auction
617;0.99;Xbox game console;5 day auction
618;15.0;Xbox game console;5 day auction
619;0.99;Xbox game console;5 day auction
620;99.99;Xbox game console;5 day auction
621;99.99;Xbox game console;5 day auction
479;49.99;Xbox game console;7 day auction
480;9.99;Xbox game console;7 day auction
481;50.0;Xbox game console;7 day auction
482;1.0;Xbox game console;7 day auction
483;49.99;Xbox game console;7 day auction
484;75.0;Xbox game console;7 day auction
485;24.5;Xbox game console;7 day auction
486;9.99;Xbox game console;7 day auction
487;80.0;Xbox game console;7 day auction
488;5.0;Xbox game console;7 day auction
489;80.0;Xbox game console;7 day auction
490;9.99;Xbox game console;7 day auction
491;75.0;Xbox game console;7 day auction
492;50.0;Xbox game console;7 day auction
493;0.99;Xbox game console;7 day auction
494;12.99;Xbox game console;7 day auction
495;50.0;Xbox game console;7 day auction
496;9.99;Xbox game console;7 day auction
497;40.0;Xbox game console;7 day auction
498;25.0;Xbox game console;7 day auction
499;29.99;Xbox game console;7 day auction
500;85.0;Xbox game console;7 day auction
501;75.0;Xbox game console;7 day auction
502;150.0;Xbox game console;7 day auction
503;0.99;Xbox game console;7 day auction
504;3.0;Xbox game console;7 day auction
505;0.99;Xbox game console;7 day auction
506;1.0;Xbox game console;7 day auction
507;80.0;Xbox game console;7 day auction
508;69.99;Xbox game console;7 day auction
510;0.01;Xbox game console;7 day auction
511;3.0;Xbox game console;7 day auction
512;49.99;Xbox game console;7 day auction
513;1.0;Xbox game console;7 day auction
514;0.01;Xbox game console;7 day auction
515;59.99;Xbox game console;7 day auction
516;0.01;Xbox game console;7 day auction
517;0.01;Xbox game console;7 day auction
518;1.0;Xbox game console;7 day auction
520;3.0;Xbox game console;7 day auction
521;2.0;Xbox game console;7 day auction
522;99.0;Xbox game console;7 day auction
524;10.0;Xbox game console;7 day auction
525;10.0;Xbox game console;7 day auction
527;0.99;Xbox game console;7 day auction
528;1.0;Xbox game console;7 day auction
529;50.0;Xbox game console;7 day auction
531;175.0;Xbox game console;7 day auction
532;60.0;Xbox game console;7 day auction
533;60.0;Xbox game console;7 day auction
534;59.99;Xbox game console;7 day auction
535;0.99;Xbox game console;7 day auction
536;70.0;Xbox game console;7 day auction
